"2019","ETC","ETC","ETC",100352,55488,43391,1055,418,316,1870,2994,2749,92423,1709,18305,19308,19058,19062,18726,4184,595,410,244,194,152,150,203,412,1798,7762,11661,11996,10720,10757,10234,7804,6322,5419,4261,3011,2255,1756,1322,914
"2019","광주광역시","광산구","우산동",41,17,20,4,0,0,8,15,8,10,0,10,3,9,12,6,1,0,1,0,0,0,0,0,0,0,6,1,6,3,8,2,3,2,5,0,0,0,0,2,2
"2019","경기도","성남시 수정구","복정동",40,15,20,5,0,0,2,7,16,15,1,7,13,5,5,7,2,0,0,0,0,0,0,0,0,0,2,2,5,8,7,1,4,2,1,4,2,1,0,0,1
"2019","서울특별시","노원구","상계동",380,156,190,34,0,9,50,80,167,74,3,60,91,73,70,77,6,3,2,0,1,0,0,1,0,6,26,49,46,53,49,26,35,22,14,14,8,12,8,2,3
"2019","서울특별시","양천구","신월동",205,105,84,16,0,5,10,36,111,43,2,39,42,36,31,45,10,1,2,0,0,0,2,1,1,5,17,26,21,24,29,16,17,13,11,3,5,2,4,2,3
"2019","서울특별시","용산구","남영동",11,7,4,0,0,1,0,3,4,3,0,3,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2,3,1,2,0,0,0,0,0,0,0,0
"2019","서울특별시","관악구","봉천동",648,364,245,39,0,11,78,100,316,143,3,126,103,127,129,134,26,3,5,1,1,1,1,0,1,12,60,84,89,62,62,52,62,37,25,33,17,9,19,6,6
"2019","대구광역시","수성구","상동",49,22,25,2,0,0,7,15,25,2,1,10,6,10,9,9,4,2,2,0,0,0,0,0,0,2,3,6,7,8,1,4,7,2,2,1,1,0,1,0,0
"2019","대구광역시","달서구","송현동",118,62,51,5,0,2,10,31,67,8,3,21,17,15,27,24,11,0,1,0,0,0,0,0,4,1,11,13,10,15,15,9,8,9,5,0,2,5,4,2,4
"2019","인천광역시","남동구","논현동",364,128,216,20,0,28,171,51,97,17,3,73,85,68,67,64,4,1,0,1,0,0,0,0,0,2,35,44,45,35,56,53,39,19,3,3,8,9,3,6,2
"2019","강원도","원주시","봉산동",313,198,104,11,0,1,2,28,265,17,0,48,64,53,67,74,7,5,1,1,0,0,0,0,0,9,30,50,32,27,45,25,26,15,15,8,11,4,0,8,1
"2019","서울특별시","서초구","반포동",272,127,126,19,0,6,34,58,118,56,2,50,58,56,57,46,3,1,1,1,0,0,0,0,2,11,15,19,39,30,26,27,19,23,16,13,9,4,8,8,0
"2019","서울특별시","강동구","암사동",108,57,45,6,0,1,14,30,41,22,3,16,23,15,27,18,6,1,1,0,0,0,0,0,0,1,8,9,15,14,8,10,9,8,3,6,3,4,4,2,2
"2019","서울특별시","중구","명동2가",19,9,9,1,0,1,5,1,5,7,0,0,3,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,1,3,3,0,0,0,0,0,0
"2019","대구광역시","중구","동인동1가",10,3,7,0,0,0,0,4,6,0,0,4,2,0,2,2,0,0,0,0,0,0,0,0,0,2,1,2,0,1,1,0,0,3,0,0,0,0,0,0,0
"2019","대구광역시","달서구","장기동",48,19,27,2,0,0,3,14,31,0,0,7,13,12,7,7,2,0,0,0,0,0,0,0,2,2,5,10,2,5,3,4,2,5,2,1,1,3,1,0,0
"2019","대구광역시","동구","각산동",259,133,126,0,0,0,0,15,230,14,1,50,53,53,48,52,2,1,0,0,0,0,0,0,0,2,23,37,52,33,40,30,15,8,5,5,4,3,1,0,0
"2019","대구광역시","중구","동인동2가",15,2,11,2,0,0,1,5,9,0,0,3,4,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,0,1,0,0,2,1,1,0,0,0
"2019","부산광역시","북구","만덕동",43,23,20,0,0,0,7,15,10,11,1,6,3,6,10,16,1,0,1,0,0,0,0,0,0,2,7,5,4,1,3,1,1,6,2,3,4,1,1,1,0
"2019","대구광역시","동구","신암동",161,80,69,12,0,2,21,48,82,8,2,24,31,32,34,34,4,3,0,0,0,1,0,0,0,0,16,16,11,24,14,13,15,16,9,12,4,2,2,0,3
"2019","인천광역시","남동구","간석동",251,94,137,20,0,21,114,30,65,21,3,64,43,47,48,37,9,1,0,0,0,0,0,0,0,3,26,39,27,27,31,28,22,6,11,7,12,5,3,1,2
"2019","경기도","김포시","고촌읍",84,46,32,6,0,0,8,28,28,20,0,10,22,14,15,16,7,0,0,0,0,0,0,0,0,2,9,11,7,8,10,5,8,2,6,2,4,4,5,1,0
"2019","전라북도","전주시 완산구","전동",66,39,27,0,0,0,3,8,51,4,0,7,16,14,13,16,0,0,0,0,0,0,0,0,0,1,10,5,10,6,7,8,9,5,2,1,0,0,0,2,0
"2019","경기도","화성시","봉담읍",111,53,48,10,0,0,13,35,36,27,0,21,25,18,29,17,1,0,0,0,0,0,0,0,0,1,13,8,10,11,7,10,10,12,5,5,10,5,3,1,0
"2019","서울특별시","강남구","개포동",216,102,109,5,0,1,7,29,122,57,3,47,39,35,47,39,6,0,0,0,0,0,0,1,0,1,16,34,26,27,25,33,9,8,9,9,2,8,4,4,0
"2019","경상남도","거제시","아양동",3,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
