"2021","서울특별시","금천구","시흥동",816,397,355,64,0,5,46,132,606,27,23,146,171,156,140,140,40,2,2,1,0,0,1,1,1,9,44,105,114,98,93,76,58,63,46,31,27,18,15,7,4
"2021","ETC","ETC","ETC",125658,57724,60576,7357,1,210,1844,7549,6849,109206,4969,21354,22728,22548,22700,21460,9899,804,509,367,230,208,181,312,578,1667,7035,11777,13576,13443,13095,12438,11154,9270,7917,6515,4883,3576,2758,1980,1385
"2021","경기도","수원시 장안구","조원동",216,99,100,17,0,1,17,58,116,24,5,37,44,27,38,43,22,1,0,0,2,0,0,0,1,2,12,22,13,31,15,17,22,18,17,11,15,13,1,1,2
"2021","부산광역시","북구","화명동",517,190,290,37,0,3,41,170,269,34,33,99,81,92,77,99,36,3,1,1,0,0,2,0,3,9,16,49,55,44,69,47,43,46,35,32,18,13,17,8,6
"2021","경기도","안성시","대덕면",96,55,31,10,0,0,5,34,40,17,3,12,28,15,13,17,8,2,0,0,0,0,1,0,0,3,6,13,10,10,7,7,11,6,7,4,1,4,2,0,2
"2021","전라북도","완주군","구이면",16,8,8,0,0,0,2,3,11,0,2,2,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,1,2,0,0,2,0,1,0,0
"2021","충청남도","천안시 서북구","불당동",573,185,311,77,0,1,16,278,258,20,8,99,113,101,120,104,28,0,4,2,0,0,0,0,1,3,36,50,65,66,85,79,60,46,24,22,6,7,7,8,2
"2021","경기도","부천시","옥길동",202,47,127,28,0,0,20,128,49,5,7,34,35,45,40,30,11,0,1,0,0,0,0,0,2,1,18,21,19,23,18,33,29,12,9,0,6,7,2,1,0
"2021","경기도","군포시","금정동",297,134,149,14,0,6,12,85,164,30,10,66,55,43,58,47,18,0,1,2,0,0,0,2,2,4,15,29,33,30,39,27,19,22,17,19,12,12,2,4,6
"2021","인천광역시","연수구","옥련동",563,99,388,76,0,0,30,444,81,8,7,129,90,114,112,96,15,0,0,1,0,0,0,2,0,4,59,88,65,76,66,78,73,15,7,8,7,6,2,2,4
"2021","경상남도","김해시","진영읍",261,128,115,18,0,1,11,70,154,25,17,29,36,58,50,53,18,3,0,0,0,1,0,1,1,2,10,23,23,27,30,19,32,25,15,17,10,15,1,4,2
